"vehicle_id","product_id","id","name","code","user_id","status","created_at","updated_at","deleted_at","updated_by","deleted_by","product_id","taxable","capacity","company_id","is_all_drivers","product_type","is_all_products","is_all_restricted_products","pan1a","pan2a","pan3a","last_known_odometer","last_timestamp_odometer","last_timestamp_transaction","tag_str_1","tag_str_2","tag_str_3","tag_str_4","tag_str_5","tag_str_6","inventory_unit"
27047,401,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,402,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,403,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,404,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,405,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,406,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,407,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,408,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,409,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,410,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,411,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,412,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,413,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,414,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,415,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,416,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,417,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,418,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,419,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,420,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,421,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,422,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,423,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,424,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,425,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,426,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,427,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,428,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,429,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,430,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,431,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
27047,432,27047,"D11",NULL,28627,1,"2018-05-09 00:04:33","2018-05-09 00:04:33",NULL,28627,0,3,"fed_state",NULL,27040,1,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GAL"
